rown	id	name	doc_topic	pContent	maxProb
23	a23	지중환경관리를 위한 제도 개선방안 연구(Ⅱ)	1	1장 서다 론 연구 배경 필요 연구 목적 연구 내용 수행 체계 장 국가 지역 미래 성장 동력 현황 미래 성장 동력 현황 장 미래 성장 동력 환경 분석 대비 방안 미래 성장 동력 192개 환경 평가 방안 마련 필요 주요 미래 성장 동력 환경 분석 대비 방 장 미래 성장 동력 지원 촉진 관련 주요 법 제도 환경 분석 대비 방안 규 제프리 존 개발제한구역 조정 위하다 도시 관리 계획 변경 안 수립 지침 도시 지역 개발 보전 관리 지역 경우 계획 개발 전제 도시 계획 위원회 심의 거치다 허용 범위 확대 산지 농지 규제 완화 태양광 산업 활성 위하다 하천 부지 태양광 설비 설치 허용 등 규제 해제 하천 점용 허가제 개선 장 미래 성장 동력 환경영향평가 방안 개발 로드맵 미래 성장 동력 환경영향평가 방안 개발 로드맵 장 결 결론 참고 문헌 부 록 부록 국가 지역 미래 성장 동력 현황 전수 조사 	0.99901720769849
24	a24	정부3.0 기반 지역기피시설 주민수용성 평가 방안(Ⅱ)	2	1장 서다 론 연구 배경 목적 연구 범위 방법 장 이론 배경 정책 현황 정부 패러다임 주민수 용성 평가 정책 연구 주민수 용성 평가 방법 장 주민 수용성 평가 결과 분석 지역 수용성 결정 요인 분석 결과 공간 자료 분석 결과 장 주민 수용성 평가 방법 제도 활용 방안 정부 패러다임 연계 평가 방법 제도 활용 방 장 결론 제언 결론 제언 참고 문헌 부 록 부록 설문지 부록 지역 수용성 평가 설문지 부록 차년 분석 결과 요약 부록 공간 계량 분석 	0.99805361704305
25	a25	공간정보를 활용한 재해폐기물 성상별 최적 관리방안	2	1장 서다 론 연구 목적 연구 배경 필요 선행 연구 차별 장 국내외 재해 폐기물 관리 제도 비교 분석 국내 수해 폐기물 발생 처리 현황 가다 수해 폐기물 정의 발생 특성 나 수해 폐기물 발생 처리 현황 국내외 재해 폐기물 관리 지침 제도 비교 일본 나 미국 호주 국제 기다 말다 국내 국내외 재해 폐기물 발생량 산정 방법 비교 일본 나 미국 호주 대만 말다 국내 해외 사례 통하다 시사점 장 사례 조사 관리 문제점 분석 사례 지역 선정 조사 사례 지역 선정 나 사례 지역 현장 조사 실무자 인터뷰 부산시 수해 폐기물 관리 문제점 분석 가다 지침 내 지역 특성 미 반영 나 도심 지역 2차 임시 환장 확보 어려움 수해 폐기물 성상 구체 처리 계획 부재 통계 자료 간 수해 폐기물 발생량 분류 체계 상 장 공간 정보 구축 분석 폐기물 처리 시설 입지 공간 정보 구축 가다 활용 폐기물 처리 시설 공간 정보 구축 필요 나다 폐기물 처리 시설 종류별 공간 정보 구축 폐기물 처리 시설 공간 분포 현황 분석 수해 폐기물 처리 방법 따르다 시간 감축 효과 비교 분석 가다 네트워크 분석 활용 수 하다 폐기물 처리 나 수해 폐기물 처리 네트워크 분석 활용 사례 장 공간 정보 연계 수 하다 폐기물 성상 관리 위하다 개선 방안 수해 폐기물 발생량 예측 사후 성상 발생량 산정 방 가다 피해 지역 지리 정보 활용 사전 발생량 예측 나 지자체 지리 여건 고려 지역 유형 발생량 예측 사후 성상 발생량 산정 2차 임시 환장 부지 선정 운영 관리 방 가다 2차 임시 환장 부지 선정 안 나 2차 임시 환장 배치 개선 안 중간 처리 최종 처분 시설 사전 협의 공간 정보 연계 수 하다 폐기물 광역 처리 관리 계획 수립 가다 부산시 사례 대상 공간 정보 분석 최적 경로 도출 나 시사점 수해 폐기물 성상 구체 처리 방안 마련 사후 측면 통계 자료 구축 방 가다 통계 자료 구축 나 매립지 대상 수해 폐기물 처분 지침 수립 장 결론 제언 수해 폐기물 관리 개선 위하다 제언 가다 효율 광역 처리 위하다 지원 근거 마련 필요 나 지자체 단위 수해 폐기물 관리 지침 마련 필요 향후 연구 과제 도출 가다 사진 촬영 기법 이용 성상 수해 폐기물 발생량 산정 연구 나 공간 정보 분석 관련 연구 지진 등 환경 재난 따르다 재해 폐기물 폐기물 처리 시설 관리 연구 참고 문헌 부 록 부록 부산시 폐기물 처리 시설 분포 침수 흔적 부록 전국 매립 시설 전체 용량 여유 용량 부록 공간 데이터 코드 정의 부록 지자체 수해 폐기물 처리 지침 안 	0.999643102925649
26	a26	자원순환사회 전환 촉진을 위한 재활용산업 활성화 방안 : 재활용 관리제도 전환에 따른 영향분석	2	1장 서다 론 연구 배경 목적 연구 범위 방법 장 국내 폐기물 활용 활용 산업 현황 분석 국내 폐기물 발생 활용 현황 폐기물 품목 종류별 활용 현황 활용 산업 범주 현황 장 국내외 활용 산업 관련 법 제도 분석 국내 법 제도 현황 분석 국외 법 제도 현황 분석 국내 활용 산업 대하다 지원 내용 시사점 분석 4장 활용 산업 지원 방 영향 분석 기존 연구 의견 조사 사례 분석 의견 조사 설문지 설계 활용 산업 활성 위하다 지원 방안 조사 결과 활용 산업 활성 위하다 영향 분석 장 조세 지원 따르다 경제 파급 효과 분석 일반 균형 모형 구조 일반 균형 모형 생산 소비 구조 일반 균형 모형 분석 적용 데이터 조세 지원 정책 따르다 효과 분석 장 결론 제언 요약 결론 정책 향후 연구 대하다 제언 참고 문헌 부 록 부록 활용 산업 활성 위하다 업계 의견 수렴 설문지 	0.998955879426749
27	a27	폐자원흐름분석을 통한 전기·전자제품의 upcycling 활성화 방안	2	1장 서다 론 연구 필요 목적 연구 범위 연구 내용 수행 체계 2장 전기 전자 제품 활용 정책 활용 현황 국내 일본 국내 활용 정책 공정 비교 3장 업 사이클링 사례 개념 정의 업 사이클링 개념 사례 업 사이클링 개념 재정 4장 폐자원 흐름 분석 선행 연구 조사 대상 제품 선정 폐자원 흐름 분석 정의 전기 전자 제품 수거 방법 조사 냉장고 폐자원 흐름 분석 컴퓨터 폐자원 흐름 분석 5장 업 사이클링 활성 방안 폐자원 흐름 분석 통하다 업 사이클링 기술 도입 방안 검토 폐자원 흐름 분석 단계 업 사이클링 활성 방 장 결론 제언 결론 정책 제언 참고 문헌 부 록 부록 일본 가전리 사이클 연차 보고서 내 상품 기술 	0.998656449579925
28	a28	사회적 투자수익률(SROI)을 고려한 물환경 인프라시설 투자방향 연구	1	1장 서다 론 연구 배경 목적 연구 범위 구성 장 물 환경 인프라 사회 투자 수익 물 환경 인프라 사회 투자 수익 연구 대상 정의 정의 방법 장 물 환경 인프라 경제 환경 사회 비용 편익 관련 연구 검토 비용 편익 항목 정의 장 물 환경 인프라 경제 환경 사회 비용 편익 산정 하수 처리 시설 재투자 문제 농어촌 지역 하수 보급 문제 장 물 환경 인프라 투자 방향 하수 처리 시설 재투자 정책 방향 농어촌 지역 하수 보급 투자 방향 장 결론 제언 참고 문헌 부 록 부록 설문 분석 결과 	0.694934160955044
29	a29	생태계서비스 기반의 자연자본 지속가능성 지수 개발 연구(Ⅰ)	1	1장 서다 론 연구 배경 목적 연구 범위 연구 방법 장 자연 자본 여건 전망 자연 자본 특성 국내 자연 자본 여건 전망 종합 고찰 장 자연 자본 평가 지수 개발 사례 환경 평가 지수 지속 가능 평가 지수 생태 평가 지수 생물 다양 평가 지수 종합 고찰 장 자연 자본 지속 가능 지수 개발 자연 자본 지속 가능 지수 개발 방향 자연 자본 지속 가능 지수 체계 자연 자본 지속 가능 지수 목표 자연 자본 지속 가능 지수 지표 자연 자본 지속 가능 지수 장 결론 제언 종합 고찰 향후 	0.998501772931536
30	a30	근지표환경 임계영역(Critical Zones)의 환경적 중요성과 환경관리의 미래 이슈	1	1장 서다 론 연구 배경 목적 연구 내용 수행 체계 장 크리티컬 존 정의 장 국내외 연구 정책 동향 국외 크리티컬 존 관련 연구 동향 국외 크리티컬 존 관련 정책 동향 국내 크리티컬 존 연구 정책 동향 장 크리티컬 존 환경 중요 장 크리티컬 존 환경 관리 미래 이슈 크리티컬 존 특성 반영 지중 환경 매체 정책 추진 난해하다 환경 문제 해결 위하다 크리티컬 존 연구 활성 크리티컬 존 관측 프로그램 국가 계획 마련 생태 서비스 크리티컬 존 서비스 개념 확대 물 생태 에너지 토지 토양 지질 넥서스 통하다 지중 환경 관리 참고 문헌 	0.998306848240354
31	a31	드론을 이용한 환경재난 사후대응 기술 및 연구동향 분석 연구	1	1장 서다 론 연구 배경 목적 연구 범위 방법 장 국내 외 현황 선행 연구 분석 환경 재난 사후 대응 정책 가다 국내 환경 재난 사후 대응 정책 나 국외 환경 재난 사후 대응 정책 환경 재난 사후 대응 선행 연구 분석 장 드론 이용 환경 재난 사후 대응 환경 감시 가능 검토 드론 정의 법 제도 드론 이용 환경 재난 사후 대응 기술 현황 가능 검토 드론 이용 환경 재난 사후 대응 기술 현황 분석 나 시사점 드론 이용 대기 수질 모니터링 기술 현황 가능 검토 드론 이용 대기 모니터링 기술 현황 분석 나 드론 이용 수질 모니터링 기술 현황 분석 시사점 드론 이용 재해 폐기물 체적 산출 가능 검토 장 환경 재난 사후 대응 드론 활용 방안 제시 장 결 참고 문헌 	0.917859823863688
32	a32	건물부문의 환경부하 평가모형 개발을 위한 기초연구	1	1장 서다 론 연구 필요 목적 연구 범위 장 건물 부문 지속 가능 평가 개념 고찰 건물 부문 환경 줏다 영향 측정 현황 건물 부문 지속 가능 개념 고찰 장 건물 부문 지속 가능 증진 위하다 국내외 계획 조사 분석 국내 계획 국외 계획 4장 과정 평가 활용 건물 부문 지속 가능 평가 방법 과정 평가 활용 건물 환경 부하 평가 가 과정 평가 개념 방법 나 과정 평가 국내 선행 연구 과정 평가 단계 방법론 자재 생산 단계 시공 단계 사용 단계 해체 폐기 단계 과정 평가 목록 분석 데이터 구축 방법 가다 개별 산법 나 산업연관분석 법 혼합법 위하다 개별 산법 산업연관분석 구조 변형 방법 구축 방법 국내 과정 평가 프로그램 가다 국내 프로그램 나 해외 프로그램 시사점 장 건물 부문 지속 가능 평가 통하다 국토 개발 합리 규제 환경 관리 지속 가능 도시 개발 위하다 계획 건물 부문 온실가스 감축 목표 달성 위하다 정책 참고 문헌 	0.871076307071938
33	a33	미래 고온환경 변화와 직종 간 임금격차 추정	2	장 서 장 선행 연구 고찰 기후 변화 노동자 대하다 영향 노동자 위험 대하다 임금 보상 대하다 연구 노동자 임금 평등 대하다 연구 장 연구 방법 자료 장 분석 결과 기초 통계량 임금 함수 추정 분해 결과 분해 결과 장 결 참고 문헌 	0.880872823700663
34	a34	자율주행 자동차의 친환경성 제고를 위한 기초 연구	3	1장 서다 론 연구 필요 목적 주요 내용 보고서 구성 장 자율 주행 개념 자율 주행 정의 관련 기술 자율 주행 단계 미래 전망 장 자율 주행 환경 영향 고찰 자율 주행 친환경 측면 자율 주행 반 환경 측면 자율 주행 종합 환경 영향 장 결론 제언 참고 문헌 	0.997287247450737
35	a35	환경영향평가에서 활용 가능한 주민참여 방법 기초 연구	2	1장 서다 론 연구 필요 목적 연구 범위 선행 연구 고찰 연구 내용 수행 체계 장 사회 조사 방법론 설문 조사 합의 회의 공중 오픈 하우스 포커스 그룹 면담 구성 장 주민 참여 관련 제언 주민 참여 기능 방식 환경영향평가 이상 주민 참여 방안 적용 가능 주민 참여 방 장 결론 제언 연구 결과 요약 향후 연구 참고 문헌 	0.997463493117753
36	a36	환경영향평가와 지하안전영향평가의 연계방안 연구	3	1장 서다 론 연구 필요 목적 연구 범위 연구 내용 수행 체계 2장 환경영향평가 지하 안전 영향 평가 비교 지하 개발 사업 환경영향평가 지하 안전 영향 평가 제도 비교 분석 장 합리 규제 위하다 제도 연계 방안 평가 항목 방법 조정 합리 연계 기반 마련 중복 평가 항목 방법 공유 협의 절차 상 유기 연계 사후 영향 조사 유기 연계 장 제도 실행력 제고 위하다 정책 제언 지하 안전 영향 평가 평가 내용 조사 방법 관하다 구체 지침 마련 필요 환경영향평가 지하수 부문 작성 지침 마련 필요 영향 평가 질 제고 위하다 대행 비용 산정 기준 상향 조정 영향 평가 대행업체 자격 강화 장 결론 참고 문헌 부록 사후 환경 영향 조사 사후 지하 안전 영향 조사 결과 통보 서식 	0.767692373859119
